Company Name,CityU URL
FIND,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/find
FineTech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/finetech
FingerDance,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fingerdance
FireWatcher (LoraWAN),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/firewatcher-lorawan
Fish Smart,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fish-smart
FitnessML,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fitnessml
FLASH Diagnostics Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/flash-diagnostics
Flash Prompt - prompt marketplace,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flash-prompt-prompt-marketplace
FlashMind,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flashmind
FlexiPulse,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flexipulse
FluoTech Biosciences Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fluotech-biosciences-limited
Flying Wings Engineering,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/flying-wings-engineering
Foodoor Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/foodoor-limited
Foodstop Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/foodstop
FoodX,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/foodx
"For green, safe and smart wearable era: air/seawater collaborative power supply and sensing system",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/air-seawater-collaborative-power-supply
Foresell Hong Kong Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/foresell-hong-kong-limited
Freedrop Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/freedrop-limited
Freeness,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/freeness
Freez’s,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/freezs
"Fully packaged, high speed, thin-film lithium niobate electro-optic modulator",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/thin-film-lithium-niobate-electro-optic-modulator
FutureNow,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/futurenow
FV training,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/fv-training
GABES Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/gabes-limited
GAMLIC Studio – AI Explorer,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gamlic-studio-ai-explorer
Garlican,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/garlican
GasTech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gastech
GatherKing,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gatherking
Geekversal,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/geekversal
Gene-X Innovations Limited,https://www.cityu.edu.hk/hktech300/start-ups/gene-x-innovations-limited
GeneNet Limited,https://www.cityu.edu.hk/hktech300/start-ups/genenet-limited
Genetic Algorithm Optimized Deep Learning Model to Forecast Ultra-Short-Term Concentration of Fly Ash From Coal Fired Power Plants,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/genetic-algorithm-optimized-deep-learning-model-forecast-ultra-short-term
Gestura,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gestura
Glassbox AI,https://www.cityu.edu.hk/hktech300/start-ups/glassbox-ai
Glide Creato,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/glide-creato
GloStudy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/glostudy
GNet,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gnet
GoFire Account,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gofire-account
GOODTAKES,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/goodtakes
Goolab Technology Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/goolab-technology-company-limited
Gportrait,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gportrait
GradBubble,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/gradbubble
Greater Bay Biotechnology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/greater-bay-biotechnology
Green Point Data Solutions - SMEsync,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/green-point-data-solutions-smesync
Green sunflower,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/green-sunflower
GreenMem,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/greenmem
GrownTech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/growntech
Guardian,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/guardian
Guardian AI,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/guardian-ai
GuardianAI,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/guardianai
Guiding Paws,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/guiding-paws
GUTolution,https://www.cityu.edu.hk/hktech300/start-ups/gutolution
H&S,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/h%26s
HairCoSys Limited,https://www.cityu.edu.hk/hktech300/start-ups/haircosys-limited
HappyJai Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/happyjai
HarvSolar,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/harvsolar
HBI Biochip,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hbi-biochip
Health Guardian Tech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/health-guardian-tech
Health-Gut,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/health-gut
HEATrify,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/heatrify
Heter-stiffness helical propulsion robot with adaptive energy allocation,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/heter-stiffness
High-performance and cost-effective moisture-based cooling design for more sustainable passive thermal management,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/high-performance-and-cost-effective-moisture-based-cooling-design
HiveAI,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hiveai
HK Super Carbon Nano Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/hk-super-carbon-nano-technology-limited
Home for Homeless,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/home-homeless
"Hong Kong Julang Electronic Materials Co., Ltd.",https://www.cityu.edu.hk/hktech300/start-ups/hong-kong-julang-electronic-materials-co-ltd
Hong Kong Sturdy New Materials Science Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/sturdy
Hong Kong Well Life Biotechnology,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hong-kong-well-life-biotechnology
Hong Kong X-Wheel Intelligence Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/hong-kong-x-wheel-intelligence-technology-limited
Hong Kong's first Cocktail Machine,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/xoxobeverages
HorseOn Friends,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/horseon-friends
HOT-AR,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hot-ar
HotelKey,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hotelkey
HydroPower Recycle System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hydropower-recycle-system
HydroTech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hydrotech
HyperRadar,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/hyperradar
i2Cool Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/i2cool
iAML SAAS Dashboard,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/iaml-saas-dashboard
iBreathe,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ibreathe
iFinGate Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/ifingate
Ihealth,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ihealth
iLabShare,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ilabshare
iLand - Knowledge Transform Service Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/iland
iLandy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ilandy
Immpet Biotech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/immpet-biotech
InBox platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/inbox-platform
Indoor Light Navigation System Based on Ultra-wideband Technology,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/indoor-light-navigation-system
Industrialisation for cBN Hard Nanocoating,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/industrialisation-for-cbn-hard-nanocoating
Infinity Technology Corporation Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/dimorder
Infotronic Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/infotronic-technology-limited
InnerSpeech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/innerspeech
InnoCity Limited,https://www.cityu.edu.hk/hktech300/start-ups/innocity-limited
InnoSpire Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/innospire-technology-limited
InnovElders,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/innovelders
InnoVi NoCode,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/innovi-nocode
InspectEasy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/inspecteasy
Instant collaboration between KOLs and businesses,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/instant-collaboration-between-kols-and-businesses
IntBT (Integrated Blood-Testing Technologies),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intbt-integrated-blood-testing-technologies
Intelligence Sparks,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intelligence-sparks
Intelligent Online Shop Management Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/rotechverse
Intelligent Platform for Financial Information Retrieval and Analysis,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intelligent-platform-for-financial-information-retrieval-and-analysis
Intelligent recommending system that helps you find your best-fit academic supervisor,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intelligent-recommending-system
Intelligent Service Platform for Securities Lending,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intelligent-service-platform-for-securities-lending
Intelligent UVC and Far-UVC device for instant effective disinfection,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/intelligent-uvc-and-far-uvc-device-instant-effective-disinfection
IntuVision Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/intuvision-limited
Invisible & Innovative Technology (Asia) Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/invisibletech
IoT and Data Driven Health and Wellness Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/iot-and-data-driven-health-and-wellness-platform
IoT Insurance powered by “xAI” (Next Generation AI),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/iot-insurance
iPet,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ipet
ISCAN,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/iscan
ITsci Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/itsci
iWalk,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/iwalk
JanusLean Biotech Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/janusLean-biotech
JBC – Freebie,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/jbc-freebie
JBOT,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/jbot
Job Matriz Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/jobmatriz-limited
Jober,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/jober
JobRooster,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/jobrooster
Jotbody (HK) Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/jotbody
Jumppoint,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/jumppoint
JUNLI Limited,https://www.cityu.edu.hk/hktech300/start-ups/junli-limited
Just A Moment Wellness,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/just-a-moment-wellness
JUST Solutions Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/just-solutions-limited
Kaki,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/kaki
Kalos,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/kalos
Kamakura Foods Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/wadabento
Kanaya AI Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/kanaya-ai-technology-limited
Keep Ai,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/keep-ai
KeyPoints Exchange Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/kpex
Khepri,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/khepri
Kitchen-Live,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/kitchen-live
Know My Fund,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/know-my-fund
Know Your Talent,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/know-your-talent
Knowledge Mining for Energy Material Discovery and Development by Deep Learning,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/knowledge-mining
KOC&U,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/kocnu
Kongcept Tour,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/kongcept-tour
KYC Verification Tool for Chinese Client (VTCC),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/vtcc
LABELESS,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/labeless
Lacess Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/lacess-limited
Laire Tech Limited,https://www.cityu.edu.hk/hktech300/start-ups/laire-tech-limited
Lasen,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lasen
Laso Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/laso
Latchie Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/latchie
LatticeFlux,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/latticeflux
LAWROVER,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lawrover
LBS+,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lbs
Leafee,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/leafee
Lecopt Technology,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lecopt-technology
Legacy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/legacy
Leidenford Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/leidenford-limited
LemonT,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lemont
LEVAV,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/levav
Life Fraction,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/life-fraction
Lifty,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lifty
LIGHT CARE,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/light-care
"Lightweight, flexible perovskite photovoltaic modules for photovoltaic power station",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/perovskite-photovoltaic-modules-for-photovoltaic-power-station
LinkAIQ Limited – Next-generation Brain Entrainment System for common sleep problems,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/linkaiq-limited
Liquid – TruDoc,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/liquid-trudoc
Little Drops,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/little-drops
Liveagle,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/liveagle
Locolla Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/locolla
LOOK,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/look
Look4kol,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/look4kol
Loopsy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/loopsy
LULU KEEPER,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/lulu-keeper
LUMAT-SERS limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/lumat-sers
Luminova Innovations,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/luminova-innovations
Luna Cat – Fall Prevention AIoT System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/luna-cat
M.A.V.I.S.,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/mavis
MaaS,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/maas
"Magnetic, Wall-climbing Robot for Industry Nondestructive Testing",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/magnetic-wall-climbing-robot
Maison RE/WE,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/maisonrewe
Makebell Limited,https://www.cityu.edu.hk/hktech300/start-ups/makebell-limited
MakeOmnia Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/makeomnia
MarginLog,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/marginlog
Marisa Tech – iST Platform,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/marisa-tech-ist-platform
Marketing Solutions based on MR Technology + Malls/Stores,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/marketing-solutions-based-on-mr-technology
MATCH LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/match-limited
MatchUp,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/matchup
Meat the Next Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/meattn
MediConCen Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/mediconcen
Medmind Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/medmindtechnology
MEDtaverses,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/medtaverses
MedVision,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/medvision
MEI TEAM – VRWalker,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/mei-team-vrwalker
Merchport,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/merchport
Meta Carbon Project,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/meta-carbon-project
Meta Liquor,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/meta-liquor
Meta-Artifactory,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/meta-artifactory
MetaAgent,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metaagent
MetaExercise,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metaexercise
Metamoarphosis,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metamoarphosis
Metamory Technology Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/metamory-technology-limited
MetaPred X,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metapred-x
Metartland,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/metartland
Methods and systems for measuring multiplex RNA expression,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/multiplex-rna-expression
MI simulators,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/mi-simulators
MicroCent,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/microcent
MiExpert,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/mi-expert
MindAmp Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/mindamp
MINDLAYER LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/mindplayer
mobot,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/mobot
Momodoc,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/momodoc
MomoDoc Company Limited,https://www.cityu.edu.hk/hktech300/start-ups/momodoc-company-limited
Money Floor Plan Leasing System,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/money-floor-plan-leasing-system
Moodies' Care,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/moodies-care
Moon Squad – Moon Lab,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/moon-squad-moon-lab
MotionzLab,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/motionzlab
MotoNerv Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/motonerv-limited
Motrack,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/motrack
MOVE IT MOVE IT LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/move-it-move-it
Multi-E,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/multi-e
My Dev of Tea,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/my-dev-tea
Mycoach Health Limited,https://www.cityu.edu.hk/hktech300/start-ups/mycoach-health-limited
MYTEA SOLUTIONS LIMITED,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/letstea
N1 Golf Sims,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/n1-golf-sims
Nano-modified titanium implants,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nano-modified-titanium%20implants
NanoIPT,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nanoipt
Navtag,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/navtag
Needy,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/needy
neoPIX,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/neopix
NerOcean,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/nerocean
Nerv,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nerv
NeuroTronics,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/neurotronics
Neverland,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/neverland
New functional auxiliaries and industrialization – Integrated R&D strategy and industrialization of functional bio-based porphyrins,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/integrated-r%26d-strategy-and-industrialization
New Hybrid Nano-Twin Copper for advanced electronic applications,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/new-hybrid-nano-twin-copper
Newbie Holdings Team,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/newbie-holdings-team
NFT arcade,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nft-arcade
NFT Vending Machine,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nft-vending-machine
nnenu,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nnenu
NOF,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nof
NOT ONLY POWDER,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/not-only-powder
NovBee Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/novbee
Novel photocatalytic coatings for marine antifouling and anticorrosion,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/novel-photocatalytic-coatings
"Novel Reusable Antivirus, Non-Toxic, Visible-light-driven Photocatalytic ZIF-8 Loaded Fabric for Air Cleaning",https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/photocatalytic
Novelte Robotics Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/novelte-robotics-limited
Novus Holdings Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/minitzhk
NuFlux,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nuflux
NUTSHELL,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/nutshell
O2EZ,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/o2ez
OAO-Project Apollo,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/oao-project-apollo
Oases,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/oases
Okeanos,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/okeanos
OLLA,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/olla
OmicLab Limited,https://www.cityu.edu.hk/hktech300/start-ups/angel-fund-teams/omiclab
One-stop solution for optimising quality homecare service,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/one-stop-solution-optimizing-quality-homecare-service
OneChain Consortium,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/onechain-consortium
Onepile Limited,https://www.cityu.edu.hk/hktech300/start-ups/onepile-limited
Online assignment and examination assessment platform powered by A.I. technology,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/online-assignment-and-exam-assessment-platform
Open Flow Optical Cavity (OFOC),https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/open-flow-optical-cavity
Open Ocean Camera,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/open-ocean-camera
OptiLegal,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/optilegal
Orca Layout,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/orca-layout
OrderHub,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/orderhub
Orderlo,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/orderlo
Orikong,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/orikong
OVLD – Digital Riding,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/ovld-digital-riding
PalPal,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/palpal
Particoo Tech,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/particoo-tech
Patin – a revolutionary superfood in Hong Kong,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/patin
Peptide Adventure,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/peptide-adventure
Pesto Green,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pesto-green
Pet image recognition,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pet-image-recognition
Petalife,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/petalife
PetsAround,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/petsaround
Phosphogypsum regeneration resource utilization,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/phosphogypsum-regeneration-resource-utilization
Photobiological Factory,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/photobiological-factory
Photonic PCR Bioscience,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/photonic-pcr-bioscience
PhyCell,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/phycell
PI-AI Fault Detector,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pi-ai-fault-detector
Picko,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/picko
Pivot BME,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pivot-bme
Pixieai,https://www.cityu.edu.hk/hktech300/start-ups/seed-fund-teams/pixieai
